,"Instructions
Enter stock symbol in cell B4",,,,,POWERED BY
,,,,,,Google Finance
,,,,,,
,nio,<< enter a symbol,,,,
,,"<< optionally, enter an exchange (ex: NASDAQ, NYSE)",,,,
,,,,,,
,Nio Inc - ADR,,,,,
,,,,,,
,Current Price,,Change,% Change,,
,9.27,,+0.53,+6.06%,,
,,,,,,
,,,,,,
,Market Cap,P/E Ratio,Beta,,,
,"107,228M",-,1.93,,,
,,,,,,70 Months
,,,,,,
,,,,,,
,nio,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,Date,Open,High,Low,Close,Volume
,"Jan 19, 2023",10.88,11.18,10.62,10.77,"33,638,133"
,"Jan 20, 2023",10.95,11.34,10.83,11.07,"39,012,525"
,"Jan 23, 2023",11.28,12.35,11.15,12.06,"64,034,111"
,"Jan 24, 2023",14.36,14.36,11.06,11.68,"37,478,554"
,"Jan 25, 2023",11.46,11.77,11.28,11.63,"26,348,934"
,"Jan 26, 2023",12.43,12.47,11.80,12.17,"51,635,145"
,"Jan 27, 2023",12.15,13.22,11.98,12.71,"69,734,435"
,"Jan 30, 2023",12.43,12.44,11.85,12.02,"54,969,955"
,"Jan 31, 2023",11.91,12.36,11.76,12.07,"45,863,141"
,"Feb 1, 2023",12.24,12.32,11.59,12.10,"65,907,216"
,"Feb 2, 2023",12.12,12.37,11.81,11.96,"68,872,821"
,"Feb 3, 2023",11.65,11.90,11.16,11.19,"55,798,837"
,"Feb 6, 2023",10.95,11.03,10.67,10.93,"45,482,552"
,"Feb 7, 2023",11.00,11.02,10.56,10.92,"35,350,748"
,"Feb 8, 2023",10.75,10.91,10.58,10.65,"28,370,236"
,"Feb 9, 2023",10.97,11.02,10.37,10.47,"40,466,261"
,"Feb 10, 2023",10.25,10.39,10.02,10.31,"38,377,073"
,"Feb 13, 2023",10.47,10.54,10.28,10.31,"30,815,835"
,"Feb 14, 2023",10.19,10.35,9.91,10.31,"38,028,610"
,"Feb 15, 2023",10.09,10.50,10.09,10.50,"35,925,516"
,"Feb 16, 2023",10.46,10.60,10.19,10.19,"38,647,013"
,"Feb 17, 2023",10.10,10.24,9.93,10.19,"37,467,037"
,"Feb 21, 2023",10.05,10.31,9.96,10.03,"35,046,665"
,"Feb 22, 2023",10.01,10.21,9.90,10.18,"34,099,396"
,"Feb 23, 2023",10.39,10.40,9.58,9.79,"50,261,645"
,"Feb 24, 2023",9.51,9.52,9.13,9.30,"56,808,866"
,"Feb 27, 2023",9.53,9.59,9.24,9.33,"42,356,413"
,"Feb 28, 2023",9.20,9.44,9.12,9.39,"53,310,754"
,"Mar 1, 2023",9.34,9.45,8.77,8.83,"82,172,521"
,"Mar 2, 2023",8.50,9.12,8.31,9.09,"73,358,795"
,"Mar 3, 2023",8.97,9.70,8.92,9.57,"60,775,133"
,"Mar 6, 2023",9.50,9.64,9.30,9.31,"35,308,771"
,"Mar 7, 2023",9.19,9.26,8.87,8.97,"45,081,476"
,"Mar 8, 2023",8.87,9.18,8.67,9.18,"39,709,092"
,"Mar 9, 2023",9.01,9.17,8.72,8.79,"48,894,342"
,"Mar 10, 2023",8.78,8.81,8.33,8.51,"46,631,316"
,"Mar 13, 2023",8.35,8.69,8.03,8.55,"43,877,061"
,"Mar 14, 2023",8.51,8.56,8.35,8.42,"36,783,141"
,"Mar 15, 2023",8.21,8.32,8.07,8.25,"40,281,714"
,"Mar 16, 2023",8.13,8.54,8.10,8.50,"27,761,077"
,"Mar 17, 2023",8.54,8.74,8.18,8.26,"38,374,663"
,"Mar 20, 2023",8.10,9.06,8.07,8.75,"56,190,647"
